PAGOS;MONTO;COMUNA;REGION;URBANIDAD;FPAGO;TIPOBENEFICIO;COBROMARZO;FEC_NAC;FEC_DEF;FALLECIDO;SEXO;ECIVIL;NACIONALIDAD;ESTADO;NOCOBRO
1;9043;TOLTEN;LA ARAUCANIA;RURAL;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;PAGADO;0
1;23797;BUIN;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;33688;SANTIAGO;METROPOLITANA;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;4074;RENGO;OHIGGINS;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;14772;PUYEHUE;LOS LAGOS;RURAL;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;22925;PUERTO MONTT;LOS LAGOS;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;6455;COQUIMBO;COQUIMBO;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;1880;MACUL;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;42440;RECOLETA;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;PAGADO;0
1;8488;RENGO;OHIGGINS;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;58976;RECOLETA;METROPOLITANA;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;PAGADO;0
1;10144;LOS ANGELES;BIO-BIO;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;PAGADO;0
1;4810;POZO ALMONTE;TARAPACA;SEMIURBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;2037;ANTOFAGASTA;ANTOFAGASTA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;25464;SANTIAGO;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;13832;VILLA ALEMANA;VALPARAISO;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;2316;COQUIMBO;COQUIMBO;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;2374;CONCHALI;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;8020;LA LIGUA;VALPARAISO;SEMIURBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;27664;TEMUCO;LA ARAUCANIA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;2690;PEÑAFLOR;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;1404;VIÑA DEL MAR;VALPARAISO;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;8488;PUENTE ALTO;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;13832;RIO NEGRO;LOS LAGOS;RURAL;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;1132;CHILLAN;ÑUBLE;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;4376;VIÑA DEL MAR;VALPARAISO;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;1844;TALCAHUANO;BIO-BIO;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;9042;PLACILLA;OHIGGINS;RURAL;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;2683;SAN MIGUEL;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;8488;CURICO;MAULE;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;16626;CONCEPCION;BIO-BIO;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;77106;PROVIDENCIA;METROPOLITANA;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;2684;LAS CONDES;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;17906;QUINTA NORMAL;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;13832;CHIMBARONGO;OHIGGINS;SEMIURBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;15174;SAN BERNARDO;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;10444;MELIPILLA;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;13058;CONSTITUCION;MAULE;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;2766;QUILPUE;VALPARAISO;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;1880;ÑUÑOA;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;20272;PICHILEMU;OHIGGINS;SEMIURBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;16976;IQUIQUE;TARAPACA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;27664;TALCA;MAULE;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;33952;LAUTARO;LA ARAUCANIA;SEMIURBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;12008;TALCA;MAULE;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;4701;CONCEPCION;BIO-BIO;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;16436;LAMPA;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;1358;PUERTO MONTT;LOS LAGOS;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;834996;SANTIAGO;METROPOLITANA;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;6178;SAN FERNANDO;OHIGGINS;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;20748;SANTA CRUZ;OHIGGINS;SEMIURBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;55328;MELIPILLA;METROPOLITANA;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;5659;PEÑAFLOR;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;17906;PUDAHUEL;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;PAGADO;0
1;5366;ANGOL;LA ARAUCANIA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;15869;TEMUCO;LA ARAUCANIA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;8049;CURICO;MAULE;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;13832;MELIPILLA;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;33052;SAN ANTONIO;VALPARAISO;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;4074;SANTA CRUZ;OHIGGINS;SEMIURBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;11944;CERRILLOS;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;28493;LAS CONDES;METROPOLITANA;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;17906;MAIPU;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;10804;SAN PEDRO DE LA PAZ;BIO-BIO;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;9054;RANCAGUA;OHIGGINS;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;24530;LAUTARO;LA ARAUCANIA;SEMIURBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;12356;MELIPILLA;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;17906;HUECHURABA;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;6832;COQUIMBO;COQUIMBO;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;4796;LAS CONDES;METROPOLITANA;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;8488;CHILLAN;ÑUBLE;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;7091;RANCAGUA;OHIGGINS;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;PAGADO;0
1;6976;ANTOFAGASTA;ANTOFAGASTA;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;25464;OVALLE;COQUIMBO;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;83504;CONCEPCION;BIO-BIO;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;27664;LA CALERA;VALPARAISO;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;16976;EL BOSQUE;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;4746;SAN MIGUEL;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;58968;NOGALES;VALPARAISO;SEMIURBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;1880;CONCEPCION;BIO-BIO;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;8090;TALCA;MAULE;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;4570;LA CALERA;VALPARAISO;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;212650;RENCA;METROPOLITANA;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;22532;EL TABO;VALPARAISO;SEMIURBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;14183;RETIRO;MAULE;SEMIURBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;1383;CURICO;MAULE;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;90155;CHILLAN;ÑUBLE;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;1383;LOS ANGELES;BIO-BIO;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;33952;EL QUISCO;VALPARAISO;SEMIURBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;123195;LAS CONDES;METROPOLITANA;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;15869;CONCEPCION;BIO-BIO;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;PAGADO;0
1;66325;RANCAGUA;OHIGGINS;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;77944;LA FLORIDA;METROPOLITANA;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;43533;LA CALERA;VALPARAISO;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;PAGADO;0
1;6878;CONCEPCION;BIO-BIO;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;5002;NANCAGUA;OHIGGINS;SEMIURBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;6496;VIÑA DEL MAR;VALPARAISO;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;4074;SANTIAGO;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;PAGADO;0
1;4074;PUERTO MONTT;LOS LAGOS;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;PAGADO;0
1;1880;LA FLORIDA;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;4701;PUCON;LA ARAUCANIA;SEMIURBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;8661;TALCA;MAULE;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;PAGADO;0
1;7710;PUENTE ALTO;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;640344;LOS ANGELES;BIO-BIO;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;141433;COYHAIQUE;AYSÉN;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;33952;VILLARRICA;LA ARAUCANIA;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;6672;PROVIDENCIA;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;5366;VALPARAISO;VALPARAISO;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;64782;LA PINTANA;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;3047;COLINA;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;4467;ARICA;ARICA;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;1630;MAIPU;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;5366;LO BARNECHEA;METROPOLITANA;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;16098;VALPARAISO;VALPARAISO;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;3509;PUDAHUEL;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;12512;LA REINA;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;51923;SANTIAGO;METROPOLITANA;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;27664;TALCA;MAULE;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;9043;SANTIAGO;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;10698;OSORNO;LOS LAGOS;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;1429;TEMUCO;LA ARAUCANIA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;3532;PROVIDENCIA;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;PAGADO;0
1;10398;COYHAIQUE;AYSÉN;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;PAGADO;0
1;10698;CERRILLOS;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;7544;CHILLAN;ÑUBLE;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;5942;DOÑIHUE;OHIGGINS;SEMIURBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;100955;ANTOFAGASTA;ANTOFAGASTA;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;23837;SAN ESTEBAN;VALPARAISO;SEMIURBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;1880;LOS VILOS;COQUIMBO;SEMIURBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;6178;RECOLETA;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;8488;VALPARAISO;VALPARAISO;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;41496;QUILPUE;VALPARAISO;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;40440;SANTIAGO;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;3297;SANTIAGO;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;2683;ILLAPEL;COQUIMBO;SEMIURBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;1141;VALPARAISO;VALPARAISO;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;59416;LOS ANGELES;BIO-BIO;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;9515;CABRERO;BIO-BIO;SEMIURBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;41496;TEMUCO;LA ARAUCANIA;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;2683;LA SERENA;COQUIMBO;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;21846;SAN ANTONIO;VALPARAISO;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;12735;PICHILEMU;OHIGGINS;SEMIURBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;25464;QUILICURA;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;12164;QUILPUE;VALPARAISO;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;22320;SANTIAGO;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;14302;TALCA;MAULE;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;1628;CAUQUENES;MAULE;SEMIURBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;27664;RANCAGUA;OHIGGINS;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;1898;VALLENAR;ATACAMA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;PAGADO;0
1;33952;ÑUÑOA;METROPOLITANA;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;40190;SANTIAGO;METROPOLITANA;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;16976;COMBARBALA;COQUIMBO;RURAL;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;8632;CABILDO;VALPARAISO;SEMIURBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;PAGADO;0
1;71966;LAS CONDES;METROPOLITANA;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;22342;TEMUCO;LA ARAUCANIA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;21800;LINARES;MAULE;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;PAGADO;0
1;28604;SAN FELIPE;VALPARAISO;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;8488;SANTIAGO;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;16976;VALDIVIA;LOS RIOS;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;17906;CAUQUENES;MAULE;SEMIURBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;3164;VIÑA DEL MAR;VALPARAISO;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;12920;PICHIDEGUA;OHIGGINS;SEMIURBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;191864;PUERTO MONTT;LOS LAGOS;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;14772;COQUIMBO;COQUIMBO;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;16976;SANTA MARIA;VALPARAISO;SEMIURBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;13741;COQUIMBO;COQUIMBO;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;2744;PROVIDENCIA;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;42001;TIL TIL;METROPOLITANA;SEMIURBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;2683;OSORNO;LOS LAGOS;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;16080;CERRILLOS;METROPOLITANA;URBANO;CORREO;SAFEM;SI;;;NO;E;NO APLICA;C;PAGADO;0
1;5366;CABRERO;BIO-BIO;SEMIURBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;30128;PAINE;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;13832;SANTIAGO;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;63377;VALDIVIA;LOS RIOS;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;PAGADO;0
1;14772;RANCAGUA;OHIGGINS;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;25546;RIO BUENO;LOS RIOS;SEMIURBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;64987;VALDIVIA;LOS RIOS;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;2033;CERRILLOS;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;1132;MAIPU;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;8488;IQUIQUE;TARAPACA;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;16976;TUCAPEL;BIO-BIO;SEMIURBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;1880;SANTA CRUZ;OHIGGINS;SEMIURBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;1415;RANCAGUA;OHIGGINS;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;16976;TEMUCO;LA ARAUCANIA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;5659;RANCAGUA;OHIGGINS;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;25464;PROVIDENCIA;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;5132;PUENTE ALTO;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;25464;LAS CONDES;METROPOLITANA;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;97746;ÑUÑOA;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;1880;CHEPICA;OHIGGINS;SEMIURBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;14563;VIÑA DEL MAR;VALPARAISO;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;9034;MAIPU;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;256094;CORRAL;LOS RIOS;RURAL;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;5366;SANTIAGO;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;8488;LO BARNECHEA;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;1063980;SAN JOAQUIN;METROPOLITANA;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
2;125168;PROVIDENCIA;METROPOLITANA;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;12140;TALCA;MAULE;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;5897;EL BOSQUE;METROPOLITANA;URBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;83824;CURACAVI;METROPOLITANA;SEMIURBANO;CORREO;ASIGNACIONES FAMILIARES;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;1410;QUILLON;ÑUBLE;SEMIURBANO;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
1;1844;PAPUDO;VALPARAISO;RURAL;CORREO;SAFEM;NO;;;NO;E;NO APLICA;C;CADUCADO;1
